"geneid","foldChange","log2FoldChange","qvalue"
"RHOC",2.94061669631027,1.5561187439763,0.00442551704487074
"STAT1",2.22197869397318,1.15184498313267,0.000328654176440412
"HDGF",1.68400394037419,0.75189551414757,0.00460541262960877
"MGEA5",0.719511909840975,-0.474909527273694,0.00270600663050409
"M6PR",3.81035216638341,1.9299243429195,0.00350084677336719
"TACC1",0.610179467186029,-0.712694461492086,0.00216970569326368
"TAGLN2",3.83808188084085,1.94038549001765,0.000212877141329285
"KDELR1",2.25560262836542,1.17351292918094,0.00576208935502403
"LGALS3BP",2.17383761748918,1.12024417716714,0.00368804667856801
"COX6A1",1.44947007929988,0.535525552860358,0.00199584593816622
"RPS23",0.658455202624375,-0.602842803456589,0.00158811884698328
"RPS4X",0.734094385628872,-0.445962526472316,0.00272184223335947
"CALR",1.91568118736883,0.937857484000595,0.00503401676558586
"MLF2",1.88812636576418,0.916955322517859,0.00448307769829354
"CCND2",0.633873400856757,-0.657733365238814,0.0011682566802117
"ATP6V0C",1.95141701055604,0.96452210945629,0.0011397775496452
"FUS",1.63054541999841,0.705354628939066,0.00304075789911739
"SEPHS2",1.69522848041492,0.761479730793585,0.00087790690728761
"RPL31",0.612470117802047,-0.707288637630054,0.000614263951088428
"ABLIM1",0.59315243381534,-0.753525185311581,0.00496519114378323
"ALDOA",2.70648940770463,1.43642274183718,0.0037966232319451
"ACTA2",0.427516948564508,-1.22594647927414,3.58531190814437e-05
"PPT1",1.37799072942269,0.462566182192496,0.00607144033356186
"ANXA6",1.97357849329703,0.980813899336617,0.00211835602285533
"CD59",0.528620331324075,-0.919696181189865,0.000201971337488037
"CKAP4",1.87103715550545,0.903838208247969,0.00039222994790174
"SSR4",1.71992323871596,0.782344177953504,0.00827558245626818
"TXNIP",0.523506322708235,-0.933721133309634,0.00255631472545182
"RPN1",1.83614892001414,0.876683072615094,0.00153884786970253
"ANXA1",0.243669830960567,-2.0370004544863,1.88638959872956e-05
"PAICS",1.352718634718,0.435861790156885,0.00780296296839022
"JUP",3.17030342918554,1.66462092706241,0.00850046567195605
"CD99",1.72876304593303,0.789740138567016,0.00381736183097139
"LDHB",0.442354264520814,-1.17672586338321,3.78592476957569e-05
"ADD3",0.544290589336339,-0.877551002486239,0.000487766453385785
"HADH",0.5213237037798,-0.939748636357415,0.000251884458419452
"RAD23A",1.45797070607111,0.543961732949823,0.00500690360491858
"GNAI2",2.77725019155042,1.47365714973518,0.00169557403547345
"DUSP1",0.576851125548543,-0.793729060498144,0.004439517791149
"PLD3",3.49100249011462,1.80364138595819,0.00298986421232196
"HNRNPA0",0.715891938782165,-0.482186260398818,0.00365232937180554
"STOM",0.660215472941308,-0.598991144642408,0.00574356408328697
"SYNGR2",4.32508439300881,2.11272828354415,0.00121336739806375
"KPNA2",1.90530002135917,0.930018192073639,0.000172109090466276
"RPS29",0.668696217848129,-0.580577137441697,0.00216483489697741
"COPB2",1.49096933312961,0.576250583981626,0.000789224621306311
"PFKL",1.81669164621576,0.861313566392537,0.00216970569326368
"THBS1",1.58686434992801,0.666178807410327,0.00410048560662136
